StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1001,17,1,0,2,19.8,7,1,2,0,0,1,0,2.93,2
1002,18,0,0,1,15.4,0,0,1,0,0,0,0,3.04,1
1003,15,0,2,3,4.2,26,0,2,0,0,0,0,0.11,4
1004,17,1,0,3,10.0,14,0,3,1,0,0,0,2.05,3
1005,17,1,0,2,4.7,17,1,3,0,0,0,0,1.29,4
1006,18,0,0,1,8.2,0,0,1,1,0,0,0,3.08,1
1007,15,0,1,1,15.6,10,0,3,0,1,0,0,2.75,2
1008,15,1,1,4,15.4,22,1,1,1,0,0,0,1.36,4
1009,17,0,0,0,4.6,1,0,2,0,1,0,1,2.9,2
1010,16,1,0,1,18.4,0,0,3,1,0,0,0,3.57,0
1011,17,0,0,1,11.9,11,0,1,0,0,0,0,2.15,3
1012,17,0,0,1,7.6,15,0,2,0,0,0,1,1.56,4
1013,17,0,1,1,10.0,21,0,3,1,0,0,0,1.52,4
1014,17,0,1,2,12.1,21,0,4,0,1,0,0,1.75,4
1015,18,1,0,1,11.2,9,1,2,0,0,0,0,2.4,3
1016,15,0,0,2,9.7,17,1,0,0,1,0,0,1.34,4
1017,18,0,3,1,10.1,14,0,2,1,1,0,0,2.23,3
1018,18,1,0,0,3.5,16,1,2,0,0,0,0,1.38,4
1019,18,0,1,3,16.3,29,0,2,1,0,0,1,0.47,4
1020,17,0,0,1,10.8,9,0,2,0,0,1,0,2.4,3
1021,16,1,0,3,2.6,2,0,3,0,0,0,1,2.78,2
1022,15,0,0,2,15.3,25,0,1,1,0,0,0,0.35,4
1023,16,1,1,0,18.6,29,1,1,0,0,0,0,0.31,4
1024,18,1,3,4,18.9,20,0,2,1,0,0,0,1.77,4
1025,18,1,0,1,7.4,15,0,2,0,0,0,0,1.51,4
1026,16,1,0,3,2.7,5,0,4,0,0,1,0,2.98,2
1027,16,0,0,1,10.4,2,0,2,0,1,0,0,2.95,2
1028,16,1,0,3,2.3,8,0,3,0,0,1,0,2.15,3
1029,18,0,0,0,18.7,10,0,3,1,0,0,0,2.85,2
1030,18,0,0,2,3.7,20,0,3,1,0,0,0,1.52,4
1031,15,0,2,2,5.1,12,1,0,0,1,0,0,1.73,4
1032,15,0,0,3,8.1,17,0,4,0,0,0,1,1.85,4
1033,18,0,0,3,7.7,25,0,1,0,1,0,0,0.38,4
1034,16,0,3,3,15.9,21,0,0,1,1,0,0,0.95,4
1035,16,0,0,3,9.1,27,1,2,1,1,0,0,1.14,4
1036,15,0,3,1,3.4,23,0,1,0,0,0,0,0.26,4
1037,18,0,0,1,5.3,26,1,1,0,0,0,0,0.22,4
1038,15,0,2,1,10.2,21,1,1,0,1,0,0,1.07,4
1039,15,1,1,1,2.9,3,1,1,1,1,0,0,3.02,1
1040,17,1,2,1,12.2,21,1,3,1,1,0,0,1.53,4
1041,17,1,3,2,11.3,23,1,1,0,0,0,0,1.06,4
1042,17,0,0,1,14.3,7,0,2,0,0,0,0,2.63,2
1043,16,1,3,2,18.8,12,1,4,0,0,0,0,2.81,2
1044,18,1,0,1,18.2,9,0,2,0,1,0,0,2.89,2
1045,18,1,0,1,18.9,1,1,3,1,1,0,0,4.0,0
1046,18,0,0,2,4.9,7,0,4,0,0,1,0,2.52,2
1047,18,0,1,2,2.6,5,0,1,1,0,0,0,2.56,2
1048,17,0,0,2,6.0,15,0,2,0,0,0,0,1.7,4
1049,16,0,1,2,17.9,17,0,3,0,0,1,0,2.1,3
1050,16,1,1,1,19.4,16,0,4,1,0,0,0,2.46,3
1051,17,1,2,2,17.2,5,0,3,0,0,0,0,2.94,2
1052,16,1,2,0,2.2,12,1,1,1,0,1,0,1.99,4
1053,17,1,0,1,18.9,22,0,4,0,0,1,0,1.57,4
1054,18,0,0,2,8.5,13,0,1,0,1,0,0,1.66,4
1055,17,0,0,0,0.2,29,1,2,1,1,0,0,0.76,4
1056,18,0,0,1,8.8,25,0,2,0,1,0,0,0.8,4
1057,18,1,0,4,0.9,20,0,2,0,1,1,0,1.34,4
1058,15,0,0,4,10.9,29,0,3,1,0,0,0,0.29,4
1059,17,0,0,1,6.8,9,1,3,0,1,0,0,2.61,2
1060,15,1,3,0,9.5,23,0,3,0,1,0,0,0.93,4
1061,17,1,1,1,12.3,10,0,0,1,0,1,0,1.89,4
1062,17,0,0,1,17.4,12,0,2,0,0,1,0,2.33,3
1063,15,0,1,3,13.2,11,0,3,0,1,0,0,2.23,3
1064,15,0,0,1,8.7,8,0,2,0,1,0,0,2.39,3
1065,17,0,0,2,16.4,3,1,4,0,0,0,0,3.35,1
1066,16,0,1,1,18.1,6,1,3,1,0,0,0,3.26,1
1067,18,0,0,4,2.4,23,0,3,0,1,0,0,1.04,4
1068,15,1,0,1,10.6,28,0,0,0,1,0,0,0.03,4
1069,18,1,3,2,5.7,21,1,3,0,0,1,0,1.33,4
1070,16,1,2,1,0.9,1,0,4,0,0,1,0,3.28,1
1071,16,0,1,2,13.4,6,0,2,1,0,0,0,2.94,2
1072,16,1,1,1,17.3,28,0,3,0,0,1,1,0.74,4
1073,15,0,1,1,3.3,8,0,2,1,1,0,0,2.56,2
1074,16,0,0,3,16.2,4,1,2,0,0,0,0,3.3,1
1075,15,1,0,3,17.1,14,0,3,1,0,1,0,2.2,3
1076,16,0,0,3,18.3,17,0,3,0,1,0,0,1.86,4
1077,18,0,0,2,5.3,3,0,3,0,0,0,0,2.73,2
1078,18,1,1,3,18.1,18,1,1,1,1,0,0,2.13,3
1079,17,1,0,0,6.4,19,0,1,0,0,0,0,0.98,4
1080,18,1,3,1,11.0,25,0,3,0,1,0,0,0.99,4
1081,17,0,3,1,1.0,6,0,1,0,1,0,0,2.07,3
1082,18,1,2,2,0.9,25,0,2,0,0,0,0,0.5,4
1083,15,1,1,1,14.4,7,0,0,1,1,0,0,2.53,2
1084,18,0,2,1,8.9,16,0,1,0,1,0,0,1.46,4
1085,17,1,0,2,5.1,12,0,3,1,1,0,0,2.34,3
1086,17,1,2,3,3.8,23,0,3,0,0,0,0,1.16,4
1087,16,1,0,1,13.4,20,1,1,1,0,1,1,1.52,4
1088,15,0,2,1,0.0,27,0,1,0,0,1,0,0.0,4
1089,18,0,0,1,16.1,22,0,0,1,0,1,0,1.06,4
1090,16,0,2,1,1.6,10,0,2,0,0,1,1,2.23,3
1091,18,0,3,1,3.8,26,0,1,0,0,0,1,0.19,4
1092,18,1,0,2,7.7,0,0,2,1,1,0,0,3.51,0
1093,16,0,0,2,9.7,1,1,3,0,0,0,0,3.55,0
1094,16,0,3,2,7.1,16,1,3,0,1,0,0,2.24,3
1095,16,1,0,1,6.4,4,0,1,1,1,0,0,2.71,2
1096,16,1,2,3,19.3,29,0,3,0,0,0,1,0.73,4
1097,16,1,1,1,12.8,29,0,4,0,0,1,0,0.97,4
1098,18,0,0,2,0.5,5,0,2,0,1,0,0,2.56,2
1099,16,0,0,3,8.6,25,0,2,1,0,1,1,0.74,4
1100,15,0,0,1,17.5,24,0,2,0,0,0,0,0.72,4
1101,17,1,2,1,6.0,23,1,1,1,1,0,1,1.27,4
1102,16,1,0,3,1.9,6,0,3,1,0,1,1,2.53,2
1103,16,0,1,1,15.2,27,0,3,1,1,0,0,0.94,4
1104,18,1,0,2,12.1,20,1,2,0,1,0,0,1.52,4
1105,16,1,1,0,11.4,29,0,3,1,0,0,0,0.65,4
1106,16,1,2,2,1.1,14,0,3,0,1,1,1,2.05,3
1107,16,0,3,1,2.8,18,0,0,1,0,0,1,0.84,4
1108,18,1,0,0,12.5,15,0,1,0,1,0,0,1.46,4
1109,16,1,2,2,4.2,24,1,3,1,1,0,0,1.49,4
1110,17,0,2,1,10.1,12,1,4,0,0,0,0,2.59,2
1111,18,0,1,1,10.9,4,1,3,0,0,0,0,3.22,1
1112,17,1,3,0,5.7,2,1,4,0,0,1,0,3.55,0
1113,18,1,0,1,19.0,2,0,2,0,0,0,0,3.09,1
1114,16,0,0,1,16.8,18,1,1,0,1,1,0,1.92,4
1115,17,0,2,0,14.4,13,1,2,0,0,0,0,2.2,3
1116,18,1,0,3,1.6,15,0,0,0,0,0,1,0.88,4
1117,15,1,2,0,2.1,21,0,3,1,0,1,0,1.34,4
1118,16,1,2,2,9.9,16,0,4,0,0,0,0,1.82,4
1119,18,1,0,1,3.2,26,0,3,0,1,0,0,0.62,4
1120,15,0,2,1,19.6,3,0,2,1,0,1,1,3.62,0
1121,18,1,0,3,3.2,12,1,1,1,1,0,0,2.17,3
1122,15,1,1,1,9.7,7,1,1,0,1,1,0,2.97,2
1123,16,0,1,4,7.3,18,0,2,0,0,0,0,0.98,4
1124,17,1,3,1,12.8,4,0,3,0,0,0,0,3.1,1
1125,15,0,0,2,2.6,1,1,2,1,0,1,0,3.5,1
1126,18,1,0,2,8.6,14,0,4,1,0,0,0,2.59,2
1127,16,1,1,3,5.5,1,0,3,1,0,0,0,3.54,0
1128,15,0,2,2,17.8,10,1,1,0,1,0,0,2.82,2
1129,18,0,1,2,0.8,12,1,1,1,1,0,0,2.02,3
1130,18,1,0,1,18.3,22,1,3,0,0,0,0,1.37,4
1131,18,1,0,1,16.7,9,0,1,0,0,0,0,2.1,3
1132,15,1,0,3,6.0,2,0,3,0,0,0,0,3.03,1
1133,15,0,2,1,15.8,4,1,2,0,1,0,0,3.58,0
1134,15,1,0,1,0.6,2,0,1,1,0,0,0,2.43,3
1135,17,0,0,2,19.3,5,1,2,1,0,0,0,3.16,1
1136,15,0,3,1,10.5,12,0,2,1,0,0,0,2.12,3
1137,15,1,0,4,6.1,9,0,3,0,1,0,0,2.2,3
1138,15,0,3,2,7.3,18,0,0,1,0,1,1,1.18,4
1139,17,1,1,2,1.3,7,0,3,1,0,0,0,2.74,2
1140,15,1,2,3,19.8,17,1,3,0,0,0,0,2.24,3
1141,18,1,0,0,0.8,2,0,3,1,0,0,0,3.14,1
1142,15,1,0,1,13.1,23,1,0,1,1,0,0,1.05,4
1143,18,1,2,2,8.9,23,1,3,0,0,0,0,0.82,4
1144,18,0,2,1,19.0,16,0,2,1,0,1,0,2.03,3
1145,18,0,2,2,4.9,7,1,2,1,1,0,0,2.43,3
1146,17,1,0,3,10.6,9,0,3,1,0,0,0,2.66,2
1147,17,1,2,2,9.6,1,1,2,1,0,0,1,3.59,0
1148,17,0,2,1,14.1,11,0,3,0,1,0,0,2.31,3
1149,15,0,1,4,1.4,22,0,1,1,1,0,1,1.01,4
1150,18,0,2,2,3.9,5,0,3,1,0,0,0,2.88,2
1151,17,0,2,2,4.3,1,0,1,0,1,1,0,2.8,2
1152,17,1,1,1,14.8,20,1,3,0,1,0,0,1.76,4
1153,15,1,0,3,3.8,22,0,4,1,0,0,1,1.12,4
1154,17,0,0,2,11.5,23,0,2,0,0,0,0,1.03,4
1155,15,1,0,2,4.3,2,0,2,1,0,0,0,3.08,1
1156,16,0,0,3,17.2,16,1,3,1,1,0,0,2.63,2
1157,17,1,0,1,18.8,28,0,0,0,1,1,1,0.5,4
1158,16,0,0,2,10.4,6,0,2,0,0,0,0,2.78,2
1159,15,1,0,3,7.0,28,0,2,0,0,0,0,0.25,4
1160,18,0,0,1,4.7,20,0,3,0,0,0,1,1.19,4
1161,17,0,2,2,1.0,4,1,3,1,0,0,1,3.38,1
1162,15,1,3,3,5.4,22,1,3,0,0,0,0,1.29,4
1163,18,0,0,2,13.1,0,1,3,0,0,1,1,3.72,0
1164,18,1,3,2,10.7,7,0,3,1,0,0,0,2.67,2
1165,16,1,1,3,18.9,11,1,2,1,0,0,0,2.37,3
1166,15,0,0,3,7.9,13,0,2,0,1,0,0,1.62,4
1167,18,1,0,1,13.9,15,1,2,1,1,0,0,2.54,2
1168,17,1,1,0,9.8,9,0,4,0,1,0,0,2.3,3
1169,17,1,2,2,10.3,14,0,3,1,0,0,0,2.26,3
1170,16,1,2,2,5.4,20,0,2,0,1,0,0,1.32,4
1171,18,1,0,2,9.1,23,0,3,0,1,0,0,0.95,4
1172,15,0,0,2,9.4,25,0,2,1,0,0,1,0.82,4
1173,17,1,0,1,14.1,14,1,3,0,0,0,0,2.34,3
1174,18,1,0,2,18.8,9,0,2,0,1,0,0,2.68,2
1175,18,1,0,1,6.6,20,1,1,1,0,0,0,1.54,4
1176,16,1,0,2,0.8,27,0,3,1,0,0,0,0.2,4
1177,17,1,2,2,9.9,6,0,3,0,0,0,0,2.75,2
1178,17,0,3,1,10.9,25,1,2,1,0,1,0,1.1,4
1179,15,1,0,1,3.4,2,0,2,1,0,0,0,2.55,2
1180,17,0,3,2,15.2,1,0,3,1,0,0,1,3.27,1
1181,15,0,0,2,19.7,5,1,3,0,0,0,0,3.19,1
1182,17,0,0,1,18.9,20,0,3,1,0,0,0,1.72,4
1183,16,0,0,4,3.9,8,0,2,1,1,0,0,2.34,3
1184,17,1,1,2,17.5,9,1,4,1,1,0,0,3.27,1
1185,15,0,3,4,14.1,3,0,3,0,0,0,0,2.99,2
1186,15,0,1,2,9.1,26,1,3,1,0,0,0,0.9,4
1187,16,1,0,2,10.8,2,0,3,0,0,0,0,2.96,2
1188,17,1,1,3,17.0,8,0,1,1,0,0,0,2.67,2
1189,17,1,0,2,9.6,23,0,0,1,1,0,0,1.22,4
1190,16,0,2,2,7.5,21,1,3,0,0,0,0,1.37,4
1191,17,1,1,1,9.9,16,0,2,0,0,0,1,1.52,4
1192,17,1,0,2,11.6,13,1,3,0,0,0,0,2.23,3
1193,15,0,1,1,3.8,9,0,2,1,0,0,0,2.14,3
1194,17,1,1,1,18.0,12,0,2,0,0,0,0,2.26,3
1195,17,1,0,0,13.5,11,1,1,1,0,1,0,2.75,2
1196,16,1,1,0,12.7,26,0,3,1,1,0,0,0.9,4
1197,16,1,0,4,2.0,0,0,1,1,0,0,1,3.12,1
1198,18,0,2,1,12.1,27,0,3,1,0,1,0,1.29,4
1199,15,1,2,2,2.4,21,0,2,0,0,0,0,0.57,4
1200,17,1,2,3,1.6,28,0,3,1,0,0,0,0.58,4
1201,17,0,1,2,10.5,18,0,1,0,0,1,0,1.64,4
1202,18,1,1,1,8.1,18,0,1,0,0,0,0,1.23,4
1203,17,0,0,2,11.8,5,0,3,0,1,0,1,2.97,2
1204,15,1,2,2,1.8,12,0,2,1,0,0,0,2.01,3
1205,18,0,0,2,8.6,18,0,1,1,0,0,0,1.15,4
1206,15,0,0,2,3.5,12,1,4,0,0,0,0,2.19,3
1207,18,0,0,4,19.7,26,1,1,1,0,0,0,0.95,4
1208,18,0,0,2,11.2,25,0,2,1,0,0,0,0.57,4
1209,16,1,1,1,13.7,21,0,1,0,0,0,0,0.97,4
1210,15,0,0,2,6.5,20,1,2,1,0,1,1,1.66,4
1211,17,1,2,0,1.9,3,0,2,0,0,1,0,2.84,2
1212,17,0,0,3,19.5,23,0,1,0,0,1,1,0.19,4
1213,15,0,0,1,5.7,1,0,3,1,0,0,0,3.26,1
1214,17,0,1,1,8.5,14,1,2,0,0,0,0,1.92,4
1215,17,1,0,3,13.0,11,0,3,0,0,0,0,2.02,3
1216,15,0,0,2,0.5,29,1,1,1,0,0,0,0.13,4
1217,18,1,2,1,16.2,26,1,2,1,0,0,0,1.29,4
1218,15,1,0,2,10.7,6,0,0,1,0,1,0,2.59,2
1219,18,1,2,3,5.6,19,1,3,0,0,0,0,1.46,4
1220,17,1,0,1,1.2,17,0,3,0,0,0,0,1.47,4
1221,17,1,0,3,3.2,22,0,3,1,1,0,1,1.71,4
1222,17,1,2,0,17.9,12,0,2,0,1,0,1,2.29,3
1223,16,1,0,2,13.7,16,0,3,0,0,1,0,1.96,4
1224,18,1,0,3,5.0,3,0,3,0,0,0,0,2.62,2
1225,16,1,0,1,1.3,24,0,0,1,0,0,0,0.77,4
1226,16,0,0,2,13.8,13,0,1,0,0,1,0,1.81,4
1227,15,0,2,1,11.4,19,0,2,0,0,0,0,0.88,4
1228,16,0,0,2,8.1,27,0,3,0,1,0,0,0.82,4
1229,15,0,2,2,7.3,12,1,0,0,0,0,0,1.45,4
1230,15,0,2,2,4.3,2,0,3,0,1,0,0,3.34,1
1231,16,1,0,1,13.4,25,0,2,0,0,0,0,0.82,4
1232,18,1,3,1,19.4,25,0,2,0,0,0,0,0.68,4
1233,18,1,0,0,3.5,17,0,1,0,1,0,1,1.39,4
1234,18,1,3,1,11.9,13,0,2,0,1,0,1,1.99,4
1235,18,1,0,2,8.5,14,0,0,0,1,0,0,1.64,4
1236,18,1,1,3,8.9,2,0,0,0,1,0,0,2.51,2
1237,16,1,0,2,5.1,0,0,3,0,0,1,0,2.98,2
1238,16,0,0,2,16.5,25,1,2,0,0,1,0,1.26,4
1239,17,0,1,4,9.7,23,1,2,0,0,0,0,1.42,4
1240,18,0,2,2,10.9,16,0,1,1,0,1,0,1.6,4
1241,16,0,0,3,6.1,2,1,2,0,1,0,0,3.09,1
1242,17,1,0,2,3.6,13,0,0,1,1,0,0,1.64,4
1243,18,1,2,1,1.7,2,0,2,0,1,0,0,2.59,2
1244,15,1,1,0,14.3,12,1,2,0,0,0,0,2.39,3
1245,17,0,3,2,3.9,14,0,2,1,0,0,0,1.9,4
1246,16,1,2,1,13.8,17,0,4,0,1,0,0,2.11,3
1247,15,1,3,1,7.8,13,0,2,0,0,0,0,1.7,4
1248,15,1,2,2,8.3,20,0,2,1,0,0,0,1.04,4
1249,15,0,0,2,9.4,25,0,2,0,1,0,0,1.19,4
1250,17,1,0,2,7.4,2,0,1,0,0,1,0,2.65,2
1251,16,0,2,1,2.0,18,0,3,0,1,0,0,1.23,4
1252,15,0,1,1,6.2,7,0,2,1,0,0,0,2.13,3
1253,18,0,0,2,13.3,3,1,1,1,0,0,0,2.91,2
1254,15,0,0,4,13.3,3,0,3,0,0,0,1,3.12,1
1255,15,1,3,2,5.7,18,1,0,0,0,0,0,1.04,4
1256,17,0,1,3,9.2,10,0,4,1,0,0,1,2.4,3
1257,17,0,0,2,3.9,0,1,3,0,0,0,0,3.16,1
1258,16,1,0,2,4.2,7,1,2,0,1,1,0,2.72,2
1259,18,1,0,1,0.5,14,0,1,1,1,0,0,1.53,4
1260,17,0,0,2,17.9,0,0,1,0,0,0,0,3.47,1
1261,15,1,0,2,4.2,6,0,1,1,0,0,0,2.3,3
1262,16,0,0,2,4.6,20,1,1,1,0,0,0,1.27,4
1263,15,0,2,2,5.6,19,0,2,1,1,0,1,1.48,4
1264,15,0,0,2,2.5,19,0,4,0,0,1,1,1.45,4
1265,17,0,2,1,12.8,23,0,2,0,0,0,0,0.81,4
1266,16,1,2,2,1.5,10,1,3,0,0,0,0,2.15,3
1267,18,0,0,1,2.7,26,0,3,0,0,0,0,0.56,4
1268,18,1,1,3,12.9,28,0,3,0,0,0,0,0.58,4
1269,17,1,0,1,6.8,13,0,0,0,1,1,1,1.6,4
1270,17,1,2,0,14.2,21,1,2,0,1,0,0,1.0,4
1271,16,1,0,2,11.1,15,0,3,0,0,0,0,1.66,4
1272,18,0,1,2,5.1,13,0,3,0,0,0,1,1.53,4
1273,18,1,1,2,13.0,11,0,4,0,0,0,0,2.21,3
1274,18,0,0,1,2.3,16,0,3,0,0,0,1,1.16,4
1275,15,1,0,2,10.7,13,1,1,0,0,0,0,2.15,3
1276,18,1,1,1,8.7,9,0,2,1,0,0,1,2.59,2
1277,15,0,2,3,5.4,23,0,0,1,1,0,0,0.91,4
1278,16,0,0,3,12.1,28,1,3,0,0,0,0,0.7,4
1279,15,0,1,2,17.4,13,1,2,0,0,0,0,2.14,3
1280,16,1,0,1,20.0,17,0,3,0,0,0,0,1.55,4
1281,18,1,2,2,12.2,21,0,4,0,0,0,1,1.55,4
1282,18,0,0,0,8.1,8,1,3,0,0,1,0,2.97,2
1283,16,0,2,2,4.5,16,0,2,1,0,0,1,1.63,4
1284,17,0,0,1,5.1,5,1,1,0,0,0,0,2.33,3
1285,16,0,0,3,9.6,7,1,3,1,1,1,0,3.27,1
1286,17,1,0,0,7.3,25,0,1,0,0,0,0,0.35,4
1287,15,0,0,2,18.3,12,1,1,0,0,0,0,1.89,4
1288,15,0,1,2,7.4,17,0,1,0,0,0,0,1.46,4
1289,15,0,0,2,7.5,4,0,2,1,0,0,0,2.55,2
1290,18,0,2,0,7.7,5,0,1,0,0,0,0,2.22,3
1291,15,1,0,4,16.7,20,1,4,0,1,1,0,1.85,4
1292,17,0,0,2,13.0,18,0,4,1,0,0,0,1.85,4
1293,15,1,0,2,12.3,3,0,4,0,0,1,0,3.27,1
1294,16,0,0,1,6.7,6,1,0,0,0,0,1,2.55,2
1295,16,0,0,2,16.4,3,0,4,0,0,0,0,3.1,1
1296,18,1,0,2,0.8,24,0,4,0,0,1,0,0.66,4
1297,16,0,0,0,17.4,10,1,4,0,1,0,0,3.09,1
1298,17,1,0,1,10.3,11,1,3,0,0,0,0,1.99,4
1299,15,1,1,3,8.0,13,1,3,0,1,0,0,2.61,2
1300,18,0,1,1,9.9,12,1,1,0,0,0,0,1.73,4
1301,15,1,0,1,13.3,28,0,3,1,0,0,0,1.11,4
1302,15,1,0,2,0.3,9,0,0,1,0,0,0,1.65,4
1303,17,1,3,2,17.4,17,0,2,0,0,0,0,1.34,4
1304,16,1,1,0,8.9,15,0,4,0,0,0,0,1.98,4
1305,16,1,1,2,6.9,4,0,2,0,1,1,0,3.06,1
1306,15,1,0,1,2.8,7,1,1,0,0,0,0,2.39,3
1307,18,1,2,0,8.8,13,0,4,0,0,0,0,2.08,3
1308,16,1,2,0,9.9,4,0,4,0,1,0,1,3.65,0
1309,18,0,1,3,8.1,25,0,1,1,0,0,0,0.32,4
1310,16,0,3,1,13.6,27,0,3,0,1,0,0,1.13,4
1311,18,1,0,0,8.4,23,0,2,1,0,0,0,0.63,4
1312,17,0,0,2,19.2,7,0,2,0,0,1,1,3.16,1
1313,18,1,2,3,12.0,24,0,1,0,0,0,0,0.68,4
1314,17,1,2,1,16.1,25,0,0,0,0,0,0,0.8,4
1315,17,0,0,2,2.2,5,1,1,0,1,0,0,2.84,2
1316,18,1,0,0,7.9,15,1,0,0,1,0,0,1.25,4
1317,17,1,0,2,6.7,27,0,4,0,0,0,0,0.53,4
1318,15,1,0,2,11.4,3,1,3,1,0,0,0,3.19,1
1319,17,1,2,2,17.2,11,0,3,0,0,1,0,2.82,2
1320,16,0,1,1,1.6,10,0,3,0,0,0,0,2.16,3
1321,18,1,0,1,1.5,2,0,1,1,0,0,0,2.72,2
1322,15,1,0,1,17.0,11,0,4,1,0,0,0,2.63,2
1323,18,1,0,1,4.3,29,1,3,1,1,0,0,0.91,4
1324,16,0,0,0,13.4,4,0,2,0,0,0,0,2.61,2
1325,16,1,1,2,10.9,5,1,1,0,1,0,0,2.98,2
1326,16,0,3,4,16.7,18,0,3,0,0,0,0,1.63,4
1327,17,0,2,4,2.5,17,0,3,0,1,0,0,1.36,4
1328,17,1,0,3,2.6,15,1,3,0,0,0,0,1.92,4
1329,18,1,2,2,11.1,22,0,0,0,0,0,0,1.01,4
1330,18,0,2,2,18.9,10,0,1,1,1,0,0,2.33,3
1331,15,1,2,1,8.3,4,0,2,1,1,1,0,3.39,1
1332,15,0,0,2,6.5,8,0,3,0,1,0,0,2.38,3
1333,18,0,0,2,12.1,2,0,0,0,0,0,0,2.78,2
1334,17,1,0,2,18.6,29,0,2,0,1,0,1,0.53,4
1335,16,1,0,2,16.7,7,0,2,0,0,0,0,2.54,2
1336,18,0,0,1,19.9,5,0,3,0,0,0,0,3.01,1
1337,15,0,0,1,0.5,3,0,2,1,0,0,0,2.99,2
1338,17,0,0,3,2.3,11,0,2,0,1,0,0,1.95,4
