StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1339,18,0,2,0,12.2,11,0,3,0,0,0,0,2.15,3
1340,18,1,0,2,16.4,24,0,4,0,0,0,1,1.18,4
1341,17,1,0,3,5.7,20,0,1,1,0,0,0,1.4,4
1342,18,1,3,2,4.8,15,0,1,1,0,1,0,1.76,4
1343,17,1,3,2,15.7,9,0,4,1,0,1,0,2.9,2
1344,16,1,2,1,1.1,21,0,2,0,0,0,0,1.03,4
1345,17,0,3,1,7.4,13,0,3,0,0,0,1,1.91,4
1346,17,1,1,3,10.1,12,0,3,0,0,0,0,1.88,4
1347,17,1,3,2,11.2,8,0,1,0,1,1,0,2.61,2
1348,18,1,0,2,14.6,6,0,3,1,0,1,0,3.11,1
1349,18,1,0,0,7.1,11,0,3,0,0,0,0,1.39,4
1350,17,1,0,0,12.3,4,0,2,0,0,0,0,2.83,2
1351,18,0,0,4,11.7,17,0,0,0,0,1,0,1.09,4
1352,15,0,0,1,11.0,3,0,4,0,0,0,0,2.87,2
1353,15,0,1,2,12.8,1,0,2,0,1,0,0,2.9,2
1354,18,1,2,0,5.2,2,1,3,0,0,0,0,3.18,1
1355,18,0,1,2,1.7,25,0,3,0,0,0,0,0.47,4
1356,17,0,0,3,2.4,11,1,2,0,0,0,0,2.21,3
1357,16,1,2,2,4.5,2,1,3,1,1,0,0,3.38,1
1358,18,1,1,1,10.0,3,0,4,0,1,0,0,3.2,1
1359,15,1,0,2,16.8,5,0,2,0,0,1,0,3.35,1
1360,17,0,1,2,14.0,11,0,2,0,0,0,0,1.73,4
1361,18,0,0,2,15.8,18,0,4,1,0,0,0,2.22,3
1362,15,1,0,3,7.0,9,0,1,1,0,0,1,2.0,3
1363,15,1,3,2,8.1,29,1,0,0,0,0,0,0.72,4
1364,16,0,0,3,7.9,0,1,4,0,0,1,0,3.88,0
1365,17,0,0,2,3.8,16,0,3,1,0,1,0,1.69,4
1366,17,1,2,1,1.2,15,0,4,1,1,0,1,1.76,4
1367,16,1,2,1,11.8,8,0,0,0,0,0,0,2.14,3
1368,16,0,0,1,19.8,24,1,1,0,1,0,0,0.91,4
1369,17,1,0,3,3.3,20,1,1,0,0,0,0,1.14,4
1370,17,0,0,2,0.9,8,1,3,1,0,0,1,2.35,3
1371,18,0,1,2,15.6,26,0,3,0,0,0,0,0.62,4
1372,18,0,0,1,5.1,22,0,2,0,0,1,0,0.34,4
1373,16,0,0,1,16.6,8,0,0,0,0,0,0,2.22,3
1374,18,1,3,2,14.1,11,0,3,0,0,0,1,2.33,3
1375,15,1,1,2,18.9,22,1,2,1,0,0,0,1.62,4
1376,18,0,0,1,8.2,8,1,1,1,0,0,0,2.2,3
1377,18,0,1,2,13.2,14,0,4,0,1,0,0,2.58,2
1378,15,0,1,0,9.3,1,0,1,1,0,0,0,3.0,2
1379,16,0,0,1,12.6,10,0,3,0,0,1,0,2.37,3
1380,15,0,0,2,9.0,10,1,3,1,0,0,0,2.83,2
1381,18,1,2,1,3.8,7,0,2,1,1,0,1,2.53,2
1382,16,1,0,4,10.2,22,0,1,1,0,0,0,1.04,4
1383,18,1,1,1,10.6,5,0,2,1,0,0,1,2.66,2
1384,15,1,0,1,16.2,20,0,3,0,0,0,0,1.6,4
1385,15,0,0,1,14.7,19,1,1,1,0,0,0,1.8,4
1386,18,0,0,2,13.3,6,0,3,0,0,0,0,2.66,2
1387,17,0,0,2,2.3,2,0,4,0,0,0,0,3.0,2
1388,17,0,0,2,14.4,7,0,4,0,0,1,0,2.98,2
1389,15,0,0,0,10.0,17,0,2,0,0,0,0,1.38,4
1390,15,1,2,0,17.9,16,0,3,1,0,0,1,1.85,4
1391,17,0,3,2,18.4,10,0,4,0,0,0,0,2.44,3
1392,17,1,2,3,1.1,1,0,2,1,0,0,0,2.86,2
1393,18,1,2,3,16.4,24,1,1,1,0,0,0,1.21,4
1394,18,1,0,0,0.8,20,0,1,1,1,0,0,0.9,4
1395,17,1,3,2,7.3,26,0,1,0,0,0,0,0.27,4
1396,18,0,0,3,10.8,23,0,3,0,0,1,0,0.67,4
1397,18,1,3,1,3.0,18,0,2,0,0,0,0,1.09,4
1398,16,1,3,3,14.9,6,0,3,0,0,0,0,2.81,2
1399,18,1,2,1,0.2,17,1,3,1,0,0,1,1.87,4
1400,15,0,3,3,3.4,7,0,3,1,1,0,0,3.04,1
1401,18,0,1,2,11.6,13,0,3,0,0,0,1,2.14,3
1402,18,0,0,3,14.3,6,0,0,1,0,1,0,3.04,1
1403,17,1,0,2,18.3,27,0,3,0,1,0,0,0.99,4
1404,15,1,1,1,14.1,20,0,2,0,0,0,0,1.23,4
1405,18,0,0,3,13.4,27,0,2,0,1,0,0,0.86,4
1406,18,1,1,1,7.9,26,0,0,0,0,0,0,0.12,4
1407,16,0,3,1,0.0,3,0,4,1,0,0,0,2.93,2
1408,18,0,0,2,2.4,16,0,4,1,0,0,0,2.05,3
1409,18,1,2,2,10.7,4,0,2,1,0,0,0,3.07,1
1410,16,1,3,3,13.5,11,0,2,0,1,0,0,2.44,3
1411,17,1,3,1,8.3,8,0,3,0,1,0,0,2.43,3
1412,18,1,3,2,14.6,25,0,1,0,0,0,0,0.78,4
1413,16,0,1,2,10.4,19,1,1,1,1,1,0,1.88,4
1414,15,0,3,0,1.5,12,0,3,0,0,0,0,1.6,4
1415,17,0,2,1,3.8,24,0,1,0,1,0,0,0.7,4
1416,15,0,0,1,16.8,27,0,2,1,1,0,0,0.76,4
1417,15,0,0,1,14.5,17,1,2,1,0,0,0,1.5,4
1418,16,1,2,4,17.9,19,1,2,1,0,0,0,1.53,4
1419,18,0,0,2,2.4,8,0,1,1,1,0,0,2.27,3
1420,16,0,1,2,19.8,3,0,2,0,0,0,0,3.4,1
1421,16,0,1,4,4.2,20,1,2,0,1,0,0,1.44,4
1422,16,1,0,1,0.2,26,0,2,0,0,1,0,0.34,4
1423,16,1,1,3,19.9,7,0,3,0,0,0,0,3.11,1
1424,17,1,2,2,5.6,0,1,4,0,0,1,0,3.77,0
1425,18,1,0,3,13.4,16,0,1,0,0,0,0,1.66,4
1426,15,0,0,1,3.5,24,0,3,1,0,0,1,1.05,4
1427,15,0,0,3,11.6,8,1,1,0,0,1,0,2.54,2
1428,18,1,0,1,18.1,19,0,2,0,0,0,1,1.4,4
1429,15,1,3,1,6.4,12,0,2,1,1,0,0,2.03,3
1430,18,0,0,2,13.4,1,0,2,0,0,0,0,3.27,1
1431,15,0,1,1,3.8,12,0,3,1,1,0,0,2.02,3
1432,16,1,0,2,12.5,8,0,2,1,0,0,0,2.4,3
1433,15,1,0,2,6.7,29,0,2,1,0,0,0,0.29,4
1434,18,1,2,2,4.2,19,0,3,0,1,1,0,1.55,4
1435,18,1,2,1,6.3,5,1,1,1,0,0,0,2.91,2
1436,18,0,0,0,3.6,27,0,1,0,1,0,0,0.25,4
1437,18,0,0,1,18.0,0,1,0,1,0,0,0,3.42,1
1438,18,0,0,2,7.9,27,1,1,0,0,0,0,0.58,4
1439,17,1,0,1,4.9,24,0,2,0,1,0,0,0.93,4
1440,17,1,1,1,9.0,4,0,2,1,0,1,0,2.68,2
1441,15,0,0,1,6.4,2,1,1,0,0,0,1,3.11,1
1442,18,0,0,0,14.9,3,0,0,1,0,0,1,2.78,2
1443,15,0,0,2,19.4,0,0,3,0,1,1,1,4.0,0
1444,18,0,3,3,8.8,13,0,3,1,1,1,0,2.33,3
1445,18,1,3,1,17.2,8,1,4,1,0,0,0,3.07,1
1446,17,0,0,2,11.3,29,0,4,0,1,0,0,0.87,4
1447,17,0,2,2,3.1,23,0,4,0,1,0,1,1.52,4
1448,16,0,0,2,13.8,3,0,3,1,1,1,1,3.29,1
1449,17,0,0,2,10.3,17,1,3,1,0,0,0,2.18,3
1450,16,0,2,2,13.0,13,0,1,0,0,0,0,1.85,4
1451,16,0,3,2,17.8,24,0,3,1,1,0,1,1.48,4
1452,16,0,3,0,8.8,3,0,0,0,0,0,0,2.88,2
1453,16,1,1,2,18.0,24,0,3,0,1,1,0,1.06,4
1454,16,1,0,2,15.0,9,0,2,0,0,0,1,2.57,2
1455,15,1,2,0,9.8,2,0,3,1,0,1,0,3.59,0
1456,17,1,0,1,12.1,22,0,0,1,1,0,1,1.3,4
1457,16,0,1,4,6.5,6,1,2,0,1,1,0,3.21,1
1458,18,1,0,2,19.7,9,0,2,0,0,0,0,2.54,2
1459,17,1,1,2,13.3,12,0,1,1,0,0,0,1.99,4
1460,17,0,0,3,0.9,3,1,2,0,1,1,0,3.0,1
1461,16,0,0,2,6.5,17,0,0,1,1,0,0,1.51,4
1462,15,1,3,2,12.5,10,0,2,0,0,0,1,2.17,3
1463,16,1,0,2,1.1,24,1,2,0,0,0,1,0.64,4
1464,15,0,1,3,0.5,3,0,3,0,1,0,0,2.75,2
1465,18,1,0,2,9.0,23,0,2,1,0,1,0,1.04,4
1466,17,0,0,2,6.7,13,0,2,1,1,0,0,2.26,3
1467,18,0,0,1,8.8,17,0,4,0,0,0,0,1.67,4
1468,15,0,0,4,5.3,7,0,2,0,0,0,0,2.5,3
1469,15,0,2,2,3.3,26,1,2,0,0,0,0,0.28,4
1470,18,1,0,0,13.8,9,0,2,1,0,0,0,2.64,2
1471,15,0,3,3,10.3,4,0,3,1,1,0,1,3.06,1
1472,18,0,1,2,4.0,22,0,2,1,1,0,0,1.36,4
1473,17,1,0,0,6.4,6,1,2,1,0,1,0,3.24,1
1474,18,0,1,2,11.8,11,1,3,1,1,0,0,2.57,2
1475,17,1,1,2,1.4,24,0,0,0,0,0,0,0.0,4
1476,18,1,2,3,2.9,2,1,3,0,1,0,1,3.14,1
1477,15,1,0,1,1.5,25,1,2,1,0,0,0,1.05,4
1478,18,0,0,3,16.2,3,0,2,0,0,0,1,2.87,2
1479,15,1,2,2,15.0,9,0,3,0,0,0,0,2.64,2
1480,18,1,3,0,15.1,3,0,1,0,0,0,0,2.67,2
1481,18,0,2,4,14.3,14,1,3,0,1,1,0,2.79,2
1482,16,1,0,2,13.4,28,1,4,0,0,0,1,1.19,4
1483,15,1,2,1,9.5,9,0,2,0,0,0,0,2.52,2
1484,16,1,0,2,12.8,20,0,4,0,0,1,0,1.6,4
1485,15,1,0,3,0.8,29,0,0,0,0,0,0,0.0,4
1486,16,1,0,1,12.4,21,1,3,0,0,1,0,1.6,4
1487,17,0,1,1,15.6,15,1,2,1,0,0,0,2.22,3
1488,18,1,0,1,10.0,14,0,2,0,0,0,1,1.62,4
1489,15,1,0,1,7.2,18,0,1,1,1,0,1,1.68,4
1490,15,0,2,2,5.5,28,0,2,1,0,0,0,0.21,4
1491,18,0,0,2,12.9,19,1,1,1,0,0,0,1.56,4
1492,15,0,0,1,13.9,18,0,4,1,1,0,0,2.15,3
1493,15,1,0,1,17.4,17,0,3,0,1,0,0,2.07,3
1494,16,0,3,1,6.8,25,1,1,0,1,0,0,0.57,4
1495,15,1,1,3,15.4,11,0,1,1,0,0,0,2.16,3
1496,17,1,0,1,11.2,24,1,3,0,0,1,0,1.29,4
1497,17,0,2,4,17.7,15,0,2,0,1,1,0,2.34,3
1498,18,0,2,2,10.6,0,0,1,0,0,0,0,2.92,2
1499,15,1,0,1,10.4,15,1,2,1,0,1,0,2.19,3
1500,18,0,1,3,11.6,1,0,2,0,0,0,0,3.07,1
1501,17,1,2,2,15.0,23,0,1,0,0,0,0,1.01,4
1502,15,0,1,2,19.3,14,0,3,1,1,0,0,2.12,3
1503,15,0,0,4,1.5,6,0,3,1,0,0,0,2.62,2
1504,18,0,2,0,1.1,27,0,0,0,1,1,0,0.42,4
1505,17,1,1,0,18.8,0,1,4,1,0,0,0,3.95,0
1506,15,0,0,2,10.6,4,1,2,0,1,0,0,3.02,1
1507,18,1,0,1,12.3,9,1,1,1,0,0,0,2.81,2
1508,17,1,0,1,9.6,21,0,1,0,0,0,0,0.77,4
1509,18,1,0,0,1.9,20,1,1,0,0,0,0,0.89,4
1510,16,1,2,0,15.4,3,1,2,1,1,0,0,3.67,0
1511,15,0,0,2,14.9,13,0,1,0,1,0,0,1.4,4
1512,16,1,0,1,6.2,12,0,2,0,0,0,1,1.42,4
1513,17,1,1,2,6.1,0,0,1,1,0,0,1,3.15,1
1514,16,0,0,2,16.8,15,1,3,0,1,0,1,2.35,3
1515,16,1,3,2,1.4,22,0,3,1,1,0,0,1.16,4
1516,17,0,0,0,17.6,8,1,2,0,0,0,0,2.65,2
1517,18,1,0,2,5.1,21,0,3,0,1,1,0,1.3,4
1518,16,0,0,0,11.9,15,1,4,1,0,0,0,2.64,2
1519,18,1,0,2,18.7,18,0,3,0,0,0,0,1.74,4
1520,16,0,0,3,13.6,14,0,2,0,0,0,0,2.02,3
1521,18,1,2,2,8.3,25,0,2,0,1,0,0,0.72,4
1522,17,1,3,2,13.8,13,0,3,1,0,0,0,2.27,3
1523,16,0,0,2,6.9,19,1,1,0,0,0,0,1.27,4
1524,17,0,1,1,5.5,9,1,2,0,1,0,0,2.62,2
1525,16,0,2,3,19.9,20,0,2,0,0,0,0,1.23,4
1526,17,0,2,3,15.0,11,0,3,0,1,0,1,2.5,3
1527,17,1,0,1,12.9,27,0,3,0,1,0,0,0.7,4
1528,16,1,0,2,7.1,0,0,2,1,1,1,0,3.86,0
1529,16,0,0,3,1.0,20,0,1,1,0,1,0,0.68,4
1530,16,1,2,4,0.6,16,1,4,0,0,0,0,1.89,4
1531,15,0,2,2,11.1,8,1,0,0,1,0,0,2.33,3
1532,18,0,0,2,15.2,22,0,0,1,0,1,0,0.88,4
1533,15,1,0,1,10.7,18,0,2,0,0,1,0,1.41,4
1534,15,1,3,4,16.8,24,0,3,0,1,1,1,1.66,4
1535,17,1,2,1,0.7,17,0,3,1,0,0,0,1.34,4
1536,16,1,3,2,7.3,27,0,4,1,1,0,0,0.66,4
1537,18,1,2,1,4.7,6,0,1,0,0,1,0,2.15,3
1538,17,1,0,1,8.9,8,0,2,0,0,1,0,2.44,3
1539,15,1,1,2,1.4,21,0,1,0,0,0,0,0.27,4
1540,16,0,1,4,19.1,25,0,3,0,0,1,0,1.32,4
1541,17,0,0,0,4.5,20,0,2,1,0,0,0,0.82,4
1542,16,0,1,2,18.4,11,0,0,0,1,0,0,2.06,3
1543,17,0,2,0,8.5,6,1,3,1,0,0,0,3.22,1
1544,16,0,0,1,19.7,13,1,2,0,0,0,0,2.24,3
1545,15,1,2,2,11.1,14,1,2,0,1,0,0,1.91,4
1546,18,0,1,2,18.6,14,0,3,0,0,1,0,2.24,3
1547,15,0,3,1,0.1,5,0,1,1,0,0,0,2.25,3
1548,18,0,0,1,15.0,20,0,1,1,1,1,0,1.89,4
1549,16,0,0,0,18.1,13,0,1,0,0,1,0,2.21,3
1550,17,0,1,1,2.8,1,1,2,0,1,0,0,3.34,1
1551,15,0,0,4,1.9,7,0,1,1,1,0,0,2.41,3
1552,18,0,2,3,8.5,12,0,3,0,1,0,0,2.16,3
1553,15,1,2,1,18.7,22,0,1,0,1,0,0,1.17,4
1554,18,1,0,2,10.8,5,0,4,0,0,0,0,2.58,2
1555,15,0,1,3,10.5,4,1,1,0,1,0,0,3.02,1
1556,18,1,1,0,2.8,4,0,1,1,1,0,1,2.58,2
1557,18,1,0,3,0.0,24,0,1,0,0,0,0,0.23,4
1558,16,1,3,3,16.2,0,0,3,1,0,0,0,3.65,0
1559,18,1,2,0,1.8,8,1,2,1,1,0,0,2.61,2
1560,16,0,1,1,12.7,5,0,3,1,0,1,0,3.37,1
1561,18,1,2,4,18.3,19,0,3,0,1,0,0,1.58,4
1562,17,1,0,2,4.2,25,0,4,0,0,1,0,0.78,4
1563,17,1,3,0,13.3,29,1,3,0,0,1,0,0.78,4
1564,17,0,1,1,1.6,6,0,0,0,0,1,0,2.33,3
1565,18,0,2,2,12.1,8,0,3,1,0,0,0,2.72,2
1566,16,0,2,2,3.3,4,1,4,1,0,0,0,3.24,1
1567,16,0,0,2,14.7,13,1,4,1,0,0,0,2.87,2
1568,18,0,2,4,6.0,4,0,1,0,0,0,0,2.33,3
1569,17,0,0,1,9.3,7,1,3,0,1,1,0,3.3,1
1570,17,0,0,2,12.0,6,0,1,0,0,0,0,2.49,3
1571,16,1,0,2,3.4,12,1,1,1,1,1,0,2.6,2
1572,17,1,3,2,14.8,12,0,3,0,0,0,0,2.12,3
1573,15,1,2,1,6.1,7,0,4,0,0,0,0,2.52,2
1574,16,0,2,4,13.2,10,1,2,0,0,0,0,2.48,3
1575,17,0,2,3,3.2,27,1,3,1,0,0,0,0.78,4
1576,16,0,1,2,13.8,25,0,0,1,0,0,0,0.77,4
1577,15,0,3,2,2.6,17,1,0,1,0,0,0,1.28,4
1578,16,0,0,1,8.5,24,0,2,1,0,0,0,0.64,4
1579,16,1,0,2,4.9,18,1,2,0,0,0,0,1.67,4
1580,16,1,0,2,15.0,5,0,3,0,0,0,0,3.28,1
1581,16,0,2,2,5.2,21,0,2,0,1,0,0,0.74,4
1582,15,0,2,4,17.6,1,0,2,0,0,0,1,3.33,1
1583,18,0,0,2,17.8,27,0,2,1,1,0,1,1.18,4
1584,16,0,0,1,3.9,12,0,1,0,0,0,0,1.62,4
1585,16,1,2,2,12.3,22,0,4,0,0,0,0,1.58,4
1586,17,0,0,1,1.8,24,0,2,0,0,0,0,0.18,4
1587,16,0,2,1,7.8,27,1,2,0,0,0,0,0.47,4
1588,17,0,3,1,14.3,25,0,3,1,1,0,0,1.3,4
1589,18,0,0,2,13.2,10,0,2,0,0,0,1,2.38,3
1590,15,1,0,2,12.5,0,0,3,0,0,0,0,3.57,0
1591,15,0,2,2,5.7,23,0,1,0,0,0,0,0.28,4
1592,18,0,2,2,7.6,1,0,1,0,0,0,0,2.42,3
1593,15,1,1,2,2.1,29,0,4,0,1,0,1,0.62,4
1594,18,1,3,1,14.4,16,0,3,0,0,0,0,1.8,4
1595,18,1,0,3,10.1,7,0,2,1,0,0,0,2.64,2
1596,18,0,1,1,14.2,1,0,3,0,0,0,1,3.44,1
1597,15,0,2,1,5.0,5,0,4,0,0,1,1,2.74,2
1598,17,1,2,2,6.5,21,1,1,1,0,0,1,1.15,4
1599,18,1,0,1,6.7,4,0,0,0,0,0,0,2.41,3
1600,16,1,2,0,0.5,15,1,2,0,0,1,0,1.53,4
1601,15,1,1,2,6.8,7,0,1,1,1,0,0,2.45,3
1602,18,1,0,2,16.1,18,1,1,1,0,1,0,1.95,4
1603,18,1,0,2,17.9,15,0,3,1,0,0,0,2.29,3
1604,16,0,2,4,10.4,12,0,0,0,0,1,0,1.47,4
1605,17,0,0,2,9.1,25,1,3,0,0,0,1,1.11,4
1606,17,0,0,3,0.6,19,0,2,0,1,0,1,1.21,4
1607,17,1,0,1,17.6,6,0,2,0,0,0,0,2.56,2
1608,18,1,2,2,0.3,15,0,3,1,1,1,0,2.46,3
1609,18,1,1,3,18.9,22,1,2,0,0,0,0,1.23,4
1610,18,1,2,2,9.8,15,0,1,0,0,0,1,1.59,4
1611,15,1,0,2,6.8,28,0,1,1,0,0,0,0.31,4
1612,16,1,1,1,18.5,11,1,3,1,0,0,0,2.77,2
1613,18,0,1,0,0.5,13,0,1,1,0,0,0,1.58,4
1614,16,0,2,2,11.6,23,1,0,1,0,0,1,1.11,4
1615,16,1,3,1,11.0,17,0,4,0,0,0,0,2.3,3
1616,17,0,0,3,4.4,26,1,4,1,1,0,0,0.99,4
1617,15,1,1,1,8.6,27,0,2,0,1,1,1,0.17,4
1618,18,0,0,4,13.0,17,0,0,0,0,0,0,0.99,4
1619,17,1,1,4,14.5,15,0,3,1,0,1,0,2.23,3
1620,17,1,0,1,0.0,19,0,3,1,0,0,0,1.38,4
1621,18,0,0,1,18.7,15,0,1,1,1,0,0,2.13,3
1622,16,0,0,3,3.3,12,0,1,1,0,1,0,1.87,4
1623,17,1,1,4,4.7,25,0,3,1,0,1,0,1.25,4
1624,16,1,0,2,5.3,28,0,4,0,0,0,0,0.3,4
1625,15,0,2,1,0.8,8,0,3,1,0,0,1,2.71,2
1626,16,0,0,2,2.5,25,0,1,1,1,1,0,0.9,4
1627,15,1,0,2,19.7,27,0,2,1,1,0,0,1.39,4
1628,16,0,2,1,6.3,8,0,3,0,0,0,0,2.15,3
1629,17,1,0,2,2.3,12,0,1,0,0,0,0,1.45,4
1630,17,1,0,0,2.1,28,0,1,1,0,1,0,0.0,4
1631,15,1,1,0,14.4,3,1,1,0,0,0,0,3.09,1
1632,18,1,0,1,17.1,8,0,2,0,0,0,0,2.58,2
1633,15,0,0,1,5.1,14,0,2,0,0,0,0,1.96,4
1634,15,0,0,1,0.4,13,0,3,0,1,0,0,1.88,4
1635,16,0,3,2,4.5,18,1,3,1,1,0,0,1.63,4
1636,16,0,1,1,1.1,11,0,4,0,0,1,0,2.37,3
1637,15,0,1,1,2.1,20,1,3,1,0,0,0,1.28,4
1638,17,0,1,1,8.6,25,0,1,0,0,0,1,0.16,4
1639,16,0,0,4,4.6,24,1,2,0,1,1,1,1.28,4
1640,18,1,0,2,10.3,5,0,2,0,1,0,0,2.66,2
1641,16,0,2,2,5.1,2,0,0,1,0,1,0,2.68,2
1642,16,0,0,2,18.8,25,0,4,0,1,0,0,1.64,4
1643,18,1,0,4,18.1,24,1,0,1,1,0,0,1.4,4
1644,15,0,0,1,11.3,21,1,2,1,0,0,0,1.61,4
1645,18,0,0,2,7.1,19,0,2,1,0,1,0,1.19,4
1646,15,1,3,2,7.6,15,0,2,1,0,1,0,2.02,3
1647,15,0,0,2,8.2,29,0,3,0,0,0,1,0.24,4
1648,15,0,1,0,14.6,19,0,2,0,0,0,0,1.25,4
1649,18,0,0,2,9.0,23,0,1,0,0,1,0,0.85,4
1650,15,1,3,0,17.1,22,0,1,0,0,0,0,0.97,4
1651,17,0,0,2,18.9,16,1,4,1,1,0,0,2.42,3
1652,18,0,0,2,6.7,15,0,1,1,0,0,0,1.74,4
1653,17,1,2,1,11.2,5,0,1,0,0,1,0,2.85,2
1654,15,0,2,3,1.9,7,0,2,0,0,0,0,2.04,3
1655,16,1,0,0,4.0,18,1,1,1,0,0,0,1.54,4
1656,15,1,0,3,8.3,29,1,2,0,0,1,0,0.73,4
1657,17,0,0,2,4.1,24,0,3,1,0,0,0,0.5,4
1658,17,1,0,1,17.5,25,1,3,0,0,0,0,1.12,4
1659,18,1,0,1,3.2,1,1,3,0,1,0,0,2.96,2
1660,16,0,0,4,9.1,13,0,1,1,1,1,0,2.3,3
1661,18,1,0,0,12.1,21,0,2,0,1,0,0,1.35,4
1662,17,1,0,1,13.8,11,1,0,1,0,0,0,2.13,3
1663,15,0,1,1,7.7,16,0,0,1,0,0,1,1.3,4
1664,16,0,3,2,17.4,27,0,2,1,0,0,0,0.75,4
1665,15,0,1,2,11.4,26,0,1,1,1,1,0,0.53,4
1666,15,1,0,1,8.8,14,0,3,0,0,0,0,2.07,3
1667,16,0,0,1,1.3,17,1,3,1,1,0,0,1.99,4
1668,18,1,3,1,9.3,15,0,3,1,0,0,1,1.9,4
1669,15,1,0,1,16.4,12,0,3,1,1,0,0,2.61,2
1670,17,1,0,2,12.3,20,1,0,1,1,1,0,1.81,4
1671,15,1,1,2,16.6,16,0,2,1,0,0,0,1.58,4
1672,16,1,1,1,9.9,7,0,1,0,1,0,0,2.27,3
1673,16,1,1,1,2.4,0,1,2,1,0,0,0,3.36,1
1674,16,1,0,1,0.3,28,0,1,1,1,0,0,0.48,4
1675,18,0,0,4,6.1,24,0,0,1,1,0,0,0.2,4
1676,15,0,3,4,14.0,25,0,2,0,1,1,1,1.27,4
1677,18,1,0,3,15.8,26,0,3,1,0,0,0,0.88,4
1678,18,1,1,1,5.9,2,1,3,0,0,0,0,3.12,1
1679,16,0,2,0,9.9,15,0,2,0,1,0,1,1.8,4
1680,16,1,1,1,8.4,27,0,2,1,1,1,0,0.68,4
